object_code,object_description,2019_actuals,2020_actuals,2021_budget,2021_actuals,2022_proposed_budget,2022_adopted_budget,fund_number,fund_name,org_key,department,fund_category,report_date
3476110,Program fees,2978,0,3000,0,3000,3000,101,General Fund,101061425,Charles Evans Park,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,6090,925,6000,1020,6000,6000,101,General Fund,101061425,Charles Evans Park,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,6400,0,6500,5400,6500,6500,101,General Fund,101061429,Brookfield Park,GENERAL FUNDS,2021-12-31
3476110,Program fees,17938,8850,18000,2994,18000,18000,101,General Fund,101061441,Henry Brigham Swim Center,GENERAL FUNDS,2021-12-31
3447110,Membership Fees,61764,58822,75000,88776,75000,75000,101,General Fund,101061451,Golf Course,GENERAL FUNDS,2021-12-31
3447120,Green Fees,264289,281004,220000,266732,220000,220000,101,General Fund,101061451,Golf Course,GENERAL FUNDS,2021-12-31
3447210,Pro Shop Sales,6727,12893,8000,26663,8000,8000,101,General Fund,101061451,Golf Course,GENERAL FUNDS,2021-12-31
3447310,Concessions Revenue,34376,18779,30000,31283,30000,30000,101,General Fund,101061451,Golf Course,GENERAL FUNDS,2021-12-31
3891110,Miscellaneous Income,14565,6718,15000,3283,15000,15000,101,General Fund,101061451,Golf Course,GENERAL FUNDS,2021-12-31
3446110,Tennis Membership Fees,14587,7002,15000,9585,15000,15000,101,General Fund,101061462,Newman Tennis Center,GENERAL FUNDS,2021-12-31
3446111,Tournament Fees,75655,47030,70000,56514,70000,70000,101,General Fund,101061462,Newman Tennis Center,GENERAL FUNDS,2021-12-31
3446112,Sponsorship,3122,958,3000,800,3000,3000,101,General Fund,101061462,Newman Tennis Center,GENERAL FUNDS,2021-12-31
3446113,Court Fees,24761,16663,25000,19052,25000,25000,101,General Fund,101061462,Newman Tennis Center,GENERAL FUNDS,2021-12-31
3446114,Stringing Fees,5217,3063,5000,3047,5000,5000,101,General Fund,101061462,Newman Tennis Center,GENERAL FUNDS,2021-12-31
3446115,Lessons / Clinics,29523,7771,30000,21176,30000,30000,101,General Fund,101061462,Newman Tennis Center,GENERAL FUNDS,2021-12-31
3446116,Merchandise Fees,9557,7007,10000,7712,10000,10000,101,General Fund,101061462,Newman Tennis Center,GENERAL FUNDS,2021-12-31
3446117,Concession Revenue,5151,2187,5000,4322,5000,5000,101,General Fund,101061462,Newman Tennis Center,GENERAL FUNDS,2021-12-31
3446119,Misc Tennis Fees,34,0,100,4,0,0,101,General Fund,101061462,Newman Tennis Center,GENERAL FUNDS,2021-12-31
3476110,Program fees,106003,36671,110000,75716,200000,200000,101,General Fund,101061471,Augusta Aquatics Center,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,0,0,0,16000,0,0,101,General Fund,101061471,Augusta Aquatics Center,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,6855,900,7000,9480,7000,7000,101,General Fund,101061474,Diamond Lakes Regional Park,GENERAL FUNDS,2021-12-31
3476110,Program fees,80207,18651,80000,22128,80000,80000,101,General Fund,101061475,Robert Howard Community,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,28675,2475,30000,8525,30000,30000,101,General Fund,101061475,Robert Howard Community,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,63331,105350,80000,134705,100000,100000,101,General Fund,101061477,Diamond Lakes Campground,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,82065,7625,80000,2090,0,0,101,General Fund,101061481,"The ""Boathouse"" Community",GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,107367,11687,110000,44524,110000,110000,101,General Fund,101061482,Julian Smith Casino,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,34215,6673,35000,3045,15000,15000,101,General Fund,101061483,Julian Smith BBQ Pit,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,16890,2370,16000,11734,16000,16000,101,General Fund,101061484,Gracewood Center,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,15731,3279,16000,12090,16000,16000,101,General Fund,101061487,Old Government House,GENERAL FUNDS,2021-12-31
3476110,Program fees,0,0,112500,0,0,0,101,General Fund,101061489,Lake Olmstead Stadium,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,8000,650,10000,0,0,0,101,General Fund,101061489,Lake Olmstead Stadium,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,2175,0,2000,2805,3000,3000,101,General Fund,101061493,New Savannah Bluff Lock &,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,0,0,0,0,0,0,101,General Fund,101061494,Skateboard Park,GENERAL FUNDS,2021-12-31
3476110,Program fees,57070,205,60000,24864,60000,60000,101,General Fund,101061495,Riverwalk,GENERAL FUNDS,2021-12-31
3711110,Contributions And Donations Fr,14800,20382,15000,0,15000,15000,101,General Fund,101061495,Riverwalk,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,13706,200,15000,31000,15000,15000,101,General Fund,101061495,Riverwalk,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,7550,125,8000,9935,10000,10000,101,General Fund,101061496,Pendleton King Park,GENERAL FUNDS,2021-12-31
3491110,Cemetery fees,0,0,60000,135891,90000,90000,101,General Fund,101063110,Cemeteries,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,0,0,0,0,0,0,101,General Fund,101063110,Cemeteries,GENERAL FUNDS,2021-12-31
3417022,Code Enf Allocation-Recovery,110820,120000,120000,120000,120000,120000,101,General Fund,101072910,Code Enforcement,GENERAL FUNDS,2021-12-31
3832210,Tree Commission,0,13860,5000,0,5000,5000,101,General Fund,101077420,Tree Commission,GENERAL FUNDS,2021-12-31
3611110,Interest revenues,0,349,0,0,0,0,104,Port Authority,104000000,Port Authority,GENERAL FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,270,270,0,0,104,Port Authority,104000000,Port Authority,GENERAL FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,56400,0,63220,63220,104,Port Authority,104000000,Port Authority,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,32700,32475,34100,41114,34100,34100,104,Port Authority,104061711,Marina,GENERAL FUNDS,2021-12-31
3831110,Rents and royalties,16800,15255,16800,16135,16800,16800,104,Port Authority,104061712,Augusta Port Authority,GENERAL FUNDS,2021-12-31
3495110,Subscriber Maintenance,0,198155,210000,204450,210000,210000,131,IT Radio System,131000000,IT/Radio System,GENERAL FUNDS,2021-12-31
3495120,Internal Agency Airtime Fees,0,161582,746000,645163,731210,731210,131,IT Radio System,131000000,IT/Radio System,GENERAL FUNDS,2021-12-31
3495130,External Agency Airtime Fees,0,0,90000,45944,77550,77550,131,IT Radio System,131000000,IT/Radio System,GENERAL FUNDS,2021-12-31
3611110,Interest revenues,0,121,0,0,0,0,131,IT Radio System,131000000,IT/Radio System,GENERAL FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,580,580,0,0,131,IT Radio System,131000000,IT/Radio System,GENERAL FUNDS,2021-12-31
3411210,Probation Fees,172881,0,0,0,0,0,151,Probation Fund,151000000,Adult Probation,GENERAL FUNDS,2021-12-31
3411215,Monitoring Fees,78252,0,0,0,0,0,151,Probation Fund,151000000,Adult Probation,GENERAL FUNDS,2021-12-31
3891110,Miscellaneous Income,990,0,0,0,0,0,151,Probation Fund,151000000,Adult Probation,GENERAL FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,479024,0,0,0,0,0,151,Probation Fund,151000000,Adult Probation,GENERAL FUNDS,2021-12-31
3439110,Other Street & Improvemt Fees,0,96000,56000,139000,235240,235240,160,Traffic Mitigation,160000000,Traffic Mitigation,GENERAL FUNDS,2021-12-31
3611110,Interest revenues,0,244,0,0,0,0,160,Traffic Mitigation,160000000,Traffic Mitigation,GENERAL FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,96000,0,0,0,160,Traffic Mitigation,160000000,Traffic Mitigation,GENERAL FUNDS,2021-12-31
3511420,Participant Fees-Life Skill,0,0,7000,0,0,0,203,Life Skills Mentoring Court,203000000,Life Skills Mentoring Ct,SPECIAL REVENUE FUNDS,2021-12-31
3511410,Drug Ct/DUI Part Fees-Rich,252130,226745,275000,253612,275000,275000,204,DUI Court,204000000,DUI/Accountability Court,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,-157,-287,0,0,0,0,204,DUI Court,204000000,DUI/Accountability Court,SPECIAL REVENUE FUNDS,2021-12-31
3891110,Miscellaneous Income,145,0,0,0,0,0,204,DUI Court,204000000,DUI/Accountability Court,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,179710,179710,195710,195710,195710,195710,204,DUI Court,204000000,DUI/Accountability Court,SPECIAL REVENUE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,5770,5770,0,0,204,DUI Court,204000000,DUI/Accountability Court,SPECIAL REVENUE FUNDS,2021-12-31
3511410,Drug Ct/DUI Part Fees-Rich,0,0,0,0,0,0,204,DUI Court,204022320,DUI/Accountability Court,SPECIAL REVENUE FUNDS,2021-12-31
3511410,Drug Ct/DUI Part Fees-Rich,65010,50630,99290,105712,70000,70000,205,Drug Court,205000000,Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3511430,Part. Fees - Mental Health Ct,50,0,0,50,0,0,205,Drug Court,205000000,Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3511440,Part. Fees-Veterans Ct,0,0,0,-50,0,0,205,Drug Court,205000000,Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,6193,2289,0,0,0,0,205,Drug Court,205000000,Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3711110,Contributions And Donations Fr,0,0,0,4790,0,0,205,Drug Court,205000000,Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3891110,Miscellaneous Income,5400,0,0,8600,0,0,205,Drug Court,205000000,Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,80400,80400,205,Drug Court,205000000,Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3411715,ADR Fees-Richmond,0,0,0,0,0,0,206,Law Library,206000000,Law Library Fund,SPECIAL REVENUE FUNDS,2021-12-31
3473130,Law Library Revenue,114784,107529,120000,82844,97400,97400,206,Law Library,206000000,Law Library Fund,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,0,0,0,0,0,0,206,Law Library,206000000,Law Library Fund,SPECIAL REVENUE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,270,270,0,0,206,Law Library,206000000,Law Library Fund,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,206,Law Library,206000000,Law Library Fund,SPECIAL REVENUE FUNDS,2021-12-31
3519510,5% CVAP - Solicitor General,105529,114529,120000,85990,120000,120000,207,5% Crime Victim's Asst Program,207000000,Solicitor 5% CVAP,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,-4248,-1384,0,0,0,0,207,5% Crime Victim's Asst Program,207000000,Solicitor 5% CVAP,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,183800,254000,286120,286120,286120,286120,207,5% Crime Victim's Asst Program,207000000,Solicitor 5% CVAP,SPECIAL REVENUE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,6520,6520,0,0,207,5% Crime Victim's Asst Program,207000000,Solicitor 5% CVAP,SPECIAL REVENUE FUNDS,2021-12-31
3411411,Juvenile Court Supervision Fee,6410,4760,8520,3505,8520,8520,208,Supplemental Juvenile Services,208000000,Supplemental Juvenile Services,SPECIAL REVENUE FUNDS,2021-12-31
3411412,Juvenile Ct-CHINS,1850,250,4000,0,4000,4000,208,Supplemental Juvenile Services,208000000,Supplemental Juvenile Services,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,1035,377,0,0,0,0,208,Supplemental Juvenile Services,208000000,Supplemental Juvenile Services,SPECIAL REVENUE FUNDS,2021-12-31
3519512,5% CVAP -Dist Attorney,107246,107871,120000,68708,28080,28080,209,DA 5% CVAP,209000000,DA 5% CVAP,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,15094,5529,0,0,0,0,209,DA 5% CVAP,209000000,DA 5% CVAP,SPECIAL REVENUE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,580,580,0,0,209,DA 5% CVAP,209000000,DA 5% CVAP,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,32050,0,0,0,209,DA 5% CVAP,209000000,DA 5% CVAP,SPECIAL REVENUE FUNDS,2021-12-31
3523101,Federal Drug Forfeiture,183302,16026,200000,0,250000,250000,211,Federal Drug Forfeitures,211000000,Federal Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,14798,4142,0,0,0,0,211,Federal Drug Forfeitures,211000000,Federal Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3523201,State Drug Forfeitures,261163,65023,250000,321121,250000,250000,212,State Drug Forfeitures,212000000,State Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,23643,9449,0,0,0,0,212,State Drug Forfeitures,212000000,State Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3922110,Compensation for loss of gener,161,0,0,0,0,0,212,State Drug Forfeitures,212000000,State Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3923110,Property sale,152189,48842,0,158967,0,0,212,State Drug Forfeitures,212000000,State Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,130000,0,250000,250000,212,State Drug Forfeitures,212000000,State Drug Fund,SPECIAL REVENUE FUNDS,2021-12-31
3221210,Zoning and Land Use Permits,0,0,0,0,0,0,213,K-9 Forfeitures,213000000,K-9 Forfeitures,SPECIAL REVENUE FUNDS,2021-12-31
3117610,Telephone Franchise Tax,0,3,0,0,0,0,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3425110,E911 charges,0,27,0,0,0,0,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3425120,E911 Charges - Cellular,2819826,3197025,2950000,3004292,3048130,3048130,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3425130,E911 Charges-VOIP,50,0,16000,0,16000,16000,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3425140,E911-PrePaid Cell Phones,1035917,918711,900000,803697,900000,900000,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3429110,Other Public Safety Fees,1408,1692,0,2824,0,0,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3511410,Drug Ct/DUI Part Fees-Rich,0,0,0,0,0,0,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,72941,24058,5000,0,5000,5000,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3891110,Miscellaneous Income,3653,9554,3000,44253,3000,3000,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,822560,777190,777190,777190,777190,777190,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,155000,155000,0,0,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,0,0,0,0,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,252980,0,0,0,216,Emergency Telephone Response,216000000,Emergency Telephone System,SPECIAL REVENUE FUNDS,2021-12-31
3891110,Miscellaneous Income,0,0,0,0,0,0,216,Emergency Telephone Response,216037110,Emergency Telephone Response,SPECIAL REVENUE FUNDS,2021-12-31
3214110,General Business Licenses,0,0,0,417,0,0,217,Building Inspections Fund,217000000,Building Inspections Fund,SPECIAL REVENUE FUNDS,2021-12-31
3221510,Building Permits,1611151,2295998,1993520,3011639,2000000,2000000,217,Building Inspections Fund,217000000,Building Inspections Fund,SPECIAL REVENUE FUNDS,2021-12-31
3424112,Plan Review Fees - Fire,0,0,0,0,0,0,217,Building Inspections Fund,217000000,Building Inspections Fund,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,35142,15596,0,0,0,0,217,Building Inspections Fund,217000000,Building Inspections Fund,SPECIAL REVENUE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,19670,19670,0,0,217,Building Inspections Fund,217000000,Building Inspections Fund,SPECIAL REVENUE FUNDS,2021-12-31
3923110,Property sale,0,0,0,7601,0,0,217,Building Inspections Fund,217000000,Building Inspections Fund,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,114980,0,146660,146660,217,Building Inspections Fund,217000000,Building Inspections Fund,SPECIAL REVENUE FUNDS,2021-12-31
3221510,Building Permits,0,0,0,0,0,0,217,Building Inspections Fund,217072210,Building Inspections,SPECIAL REVENUE FUNDS,2021-12-31
3611110,Interest revenues,0,273,0,0,0,0,220,Grants,220000000,General Fund Grants,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,0,0,0,719550,0,0,220,Grants,220000000,General Fund Grants,SPECIAL REVENUE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,13950,13950,0,0,220,Grants,220000000,General Fund Grants,SPECIAL REVENUE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,220,Grants,220000000,General Fund Grants,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,0,386279,0,0,0,0,220,Grants,220014110,Board of Elections,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,0,284650,0,0,0,0,220,Grants,220014111,CTCL grt for Election,SPECIAL REVENUE FUNDS,2021-12-31
3221215,Zoning Rev-Plan & Developmnt,348714,349416,225000,332380,250000,250000,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3221220,NPDES Permit Fees,9853,18028,9000,6046,12000,12000,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3221510,Building Permits,0,0,0,2950,0,0,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3311112,Federal Transit Operating Asst,64642,72584,150000,71082,150000,150000,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3313113,Fed Transit-Section 5303,67367,112748,140420,27883,151490,151490,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3341129,Ga Dept of Human Services,16160,18146,37500,17770,37500,37500,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3343112,Georgia DOT Cost Sharing,8420,14093,17550,10922,18940,18940,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3343113,Reimbrsm't-other,0,0,0,0,0,0,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3343117,GDOT-FHWA-PL,393236,283463,549820,119730,579470,579470,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3343118,SC DOT ARTS Match,16860,19338,15600,4563,15600,15600,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3351111,Aiken Co-Match SCDOT Arts,60188,42262,3900,4105,3900,3900,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3351112,LSCOG Pass through FTA,44262,65283,48000,3646,48000,48000,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,134771,163244,626300,0,639320,639320,220,Grants,220016309,Planning & Development Grant,SPECIAL REVENUE FUNDS,2021-12-31
3343113,Reimbrsm't-other,32617,0,0,0,0,0,220,Grants,220022114,Teen Pregnancy Prevention grt,SPECIAL REVENUE FUNDS,2021-12-31
3341127,Prosecuting Attny Council GA,59658,57946,61710,21009,61710,61710,220,Grants,220022515,PACG VOCA Grant -Solicitor,SPECIAL REVENUE FUNDS,2021-12-31
3711116,Contributions in kind Labor,105,0,0,0,0,0,220,Grants,220022515,PACG VOCA Grant -Solicitor,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,14809,8908,16360,0,15430,15430,220,Grants,220022515,PACG VOCA Grant -Solicitor,SPECIAL REVENUE FUNDS,2021-12-31
3341127,Prosecuting Attny Council GA,0,0,0,0,0,0,220,Grants,220022615,CJCC DUI Acct Ct A158019,SPECIAL REVENUE FUNDS,2021-12-31
3341127,Prosecuting Attny Council GA,84478,97282,89660,43583,89660,89660,220,Grants,220022627,PACGA VOCA Grant -DA,SPECIAL REVENUE FUNDS,2021-12-31
3711116,Contributions in kind Labor,2055,120,2250,0,2250,2250,220,Grants,220022627,PACGA VOCA Grant -DA,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,11978,4673,20170,0,20170,20170,220,Grants,220022627,PACGA VOCA Grant -DA,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,2170,2607,5220,4605,5220,5220,220,Grants,220022628,Summer Intern Prog ACCG,SPECIAL REVENUE FUNDS,2021-12-31
3343125,CJCC State Funding,407952,284748,324740,164943,291120,291120,220,Grants,220022635,CJCC grt- Adult Felony Drug,SPECIAL REVENUE FUNDS,2021-12-31
3511410,Drug Ct/DUI Part Fees-Rich,20307,35449,36080,0,32350,32350,220,Grants,220022635,CJCC grt- Adult Felony Drug,SPECIAL REVENUE FUNDS,2021-12-31
3343125,CJCC State Funding,96228,83654,90100,49988,90630,90630,220,Grants,220022636,CJCC grt-Mental HealthCt,SPECIAL REVENUE FUNDS,2021-12-31
3511410,Drug Ct/DUI Part Fees-Rich,18407,9862,10010,0,10070,10070,220,Grants,220022636,CJCC grt-Mental HealthCt,SPECIAL REVENUE FUNDS,2021-12-31
3511430,Part. Fees - Mental Health Ct,0,0,0,0,0,0,220,Grants,220022636,CJCC grt-Mental HealthCt,SPECIAL REVENUE FUNDS,2021-12-31
3343125,CJCC State Funding,97643,83519,96650,31419,93390,93390,220,Grants,220022637,CJCC grt-Veterans Ct,SPECIAL REVENUE FUNDS,2021-12-31
3511410,Drug Ct/DUI Part Fees-Rich,19191,10856,10740,0,10380,10380,220,Grants,220022637,CJCC grt-Veterans Ct,SPECIAL REVENUE FUNDS,2021-12-31
3343124,St of Ga Accountability Ct,207616,142889,178090,79555,148160,148160,220,Grants,220022638,CJCC grt-DUI/Veterans -St Ct,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,0,0,0,0,0,0,220,Grants,220022638,CJCC grt-DUI/Veterans -St Ct,SPECIAL REVENUE FUNDS,2021-12-31
3511410,Drug Ct/DUI Part Fees-Rich,21072,24862,17530,980,16460,16460,220,Grants,220022638,CJCC grt-DUI/Veterans -St Ct,SPECIAL REVENUE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,0,0,420,0,0,0,220,Grants,220022638,CJCC grt-DUI/Veterans -St Ct,SPECIAL REVENUE FUNDS,2021-12-31
3343125,CJCC State Funding,187535,0,0,0,0,0,220,Grants,220022640,Juv Just Inc Y198002,SPECIAL REVENUE FUNDS,2021-12-31
3311117,Dept of Health&Human Services,241006,413109,396650,297878,390460,390460,220,Grants,220022641,DHHS SAMHSA Treatment-,SPECIAL REVENUE FUNDS,2021-12-31
3343124,St of Ga Accountability Ct,0,0,0,0,0,0,220,Grants,220022642,Juv Just Inc Y208002,SPECIAL REVENUE FUNDS,2021-12-31
3343125,CJCC State Funding,110227,109829,0,0,0,0,220,Grants,220022642,Juv Just Inc Y208002,SPECIAL REVENUE FUNDS,2021-12-31
3341124,CJCC Pass Thru Grant,0,18000,0,0,0,0,220,Grants,220022643,CJCC FY18 PSN Grey/Key- DA,SPECIAL REVENUE FUNDS,2021-12-31
3341124,CJCC Pass Thru Grant,0,28899,0,0,0,0,220,Grants,220022644,VOCA-SexTrafficked Youth-,SPECIAL REVENUE FUNDS,2021-12-31
3343125,CJCC State Funding,0,96554,390000,149830,0,0,220,Grants,220022645,Juv Justic Incentive Y218002,SPECIAL REVENUE FUNDS,2021-12-31
3341127,Prosecuting Attny Council GA,0,9918,50420,19069,50420,50420,220,Grants,220022646,PACGA VOCA SubGrt-DA,SPECIAL REVENUE FUNDS,2021-12-31
3311116,Dept of Justice Grant,0,0,230000,118846,99480,99480,220,Grants,220022647,DOL FY20 CompAnti-Gang,SPECIAL REVENUE FUNDS,2021-12-31
3341124,CJCC Pass Thru Grant,0,29594,71830,69578,0,0,220,Grants,220022648,FY20 VOCA SexTraff Youth -,SPECIAL REVENUE FUNDS,2021-12-31
3343124,St of Ga Accountability Ct,0,0,0,0,0,0,220,Grants,220022648,FY20 VOCA SexTraff Youth -,SPECIAL REVENUE FUNDS,2021-12-31
3343125,CJCC State Funding,0,0,390000,94693,390000,390000,220,Grants,220022649,Juv Justice Inc Y228001,SPECIAL REVENUE FUNDS,2021-12-31
3341130,Ga Dept of Education,0,0,107000,0,0,0,220,Grants,220022650,Dept of Education BOOST,SPECIAL REVENUE FUNDS,2021-12-31
3341124,CJCC Pass Thru Grant,0,0,80000,0,0,0,220,Grants,220022651,FY21 VOCA SexTraffic Youth-,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,0,0,0,0,0,0,220,Grants,220039226,JAG 2013 2013DJBX1106,SPECIAL REVENUE FUNDS,2021-12-31
3341128,GA Dept of Correction Grant,37124,34310,40000,32680,0,0,220,Grants,220039258,Corr. Inst Educ Incenti-RCCI,SPECIAL REVENUE FUNDS,2021-12-31
3313125,FEMA Grant,0,14226,0,0,0,0,220,Grants,220039259,HMGP-Outdoor Warn. Sirens-,SPECIAL REVENUE FUNDS,2021-12-31
3341113,FEMA Grant - State Share,0,1687,0,0,0,0,220,Grants,220039259,HMGP-Outdoor Warn. Sirens-,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,5000,0,0,0,0,0,220,Grants,220039262,Maddies' Grt-Digital Billboard,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,1959,0,0,0,0,0,220,Grants,220039264,FY17 HS  Active Shooter grant,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,6900,0,0,0,0,0,220,Grants,220039265,FY17 Ga Search & Rescue,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,84943,0,0,0,0,0,220,Grants,220039266,FY17 Bomb Grant,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,3756,0,0,0,0,0,220,Grants,220039271,PetSmart Charities,SPECIAL REVENUE FUNDS,2021-12-31
3311116,Dept of Justice Grant,30095,0,0,0,0,0,220,Grants,220039272,FY17 JAG Grant,SPECIAL REVENUE FUNDS,2021-12-31
3361132,Private Grants,21900,0,0,0,0,0,220,Grants,220039275,Firehouse Subs Grant,SPECIAL REVENUE FUNDS,2021-12-31
3341117,GEMA-Homeland Security Grant,2809,3046,0,0,0,0,220,Grants,220039276,FY18 Bomb K-9 Unit Grt-,SPECIAL REVENUE FUNDS,2021-12-31
